./sa.mp3
-29.74	0.40	25
309.519989	317.299988	778
2076.040039	2081.159912	512
671.900024	675.900024	400
189.500000	193.139999	364
234.639999	238.240005	360
893.190002	896.789978	360
243.070007	246.630005	356
774.140015	777.700012	356
692.419983	695.909973	349
797.140015	800.599976	346
1746.000000	1749.130005	313
48.060001	50.939999	288
365.250000	368.130005	288
324.929993	327.600006	267
224.740005	227.369995	263
201.880005	204.440002	256
1380.810059	1383.300049	249
629.710022	632.190002	248
621.030029	623.440002	241
24.040001	26.379999	234
766.619995	768.919983	230
97.339996	99.610001	227
1792.829956	1795.099976	227
159.660004	161.889999	222
134.669998	136.869995	220
642.130005	644.289978	216
594.320007	596.479980	215
376.200012	378.279999	208
1086.079956	1088.099976	201
288.459991	290.440002	198
682.479980	684.429993	195
747.679993	749.619995	194
296.959991	298.869995	191
1928.260010	1930.170044	191
291.850006	293.720001	187
638.960022	640.830017	187
1426.140015	1428.010010	187
1710.209961	1711.979980	177
453.959991	455.720001	176
1724.680054	1726.410034	173
352.829987	354.519989	169
2210.360107	2212.050049	169
2247.909912	2249.600098	169
855.460022	857.119995	166
864.210022	865.869995	166
357.660004	359.309998	165
564.549988	566.200012	165
947.229980	948.880005	165
131.649994	133.270004	162
1611.680054	1613.300049	162
1265.109985	1266.689941	158
1545.040039	1546.589966	155
1213.589966	1215.099976	151
2281.929932	2283.439941	151
1347.189941	1348.660034	147
305.380005	306.820007	144
916.739990	918.179993	144
1452.310059	1453.750000	144
635.070007	636.479980	140
689.219971	690.619995	140
958.390015	959.789978	140
1939.390015	1940.790039	140
418.750000	420.119995	137
537.330017	538.700012	137
2059.629883	2061.000000	137
1931.760010	1933.119995	136
74.050003	75.379997	133
2088.179932	2089.439941	126
254.699997	255.919998	122
1224.250000	1225.469971	122
271.359985	272.519989	116
758.260010	759.419983	116
1876.349976	1877.500000	115
1898.099976	1899.250000	115
332.779999	333.899994	112
921.020020	922.099976	108
228.779999	229.820007	104
274.500000	275.540009	104
1014.549988	1015.590027	104
1934.560059	1935.569946	101
1113.660034	1114.660034	100
1985.579956	1986.579956	100
780.219971	781.200012	98
1904.969971	1905.939941	97
1964.079956	1965.020020	94
784.469971	785.369995	90
938.190002	939.090027	90
965.549988	966.450012	90
1219.319946	1220.219971	90
1768.280029	1769.180054	90
1981.900024	1982.800049	90
406.109985	406.980011	87
848.729980	849.599976	87
175.500000	176.360001	86
961.700012	962.559998	86
1093.930054	1094.790039	86
2394.139893	2395.000000	86
17.129999	17.959999	83
803.549988	804.380005	83
873.429993	874.260010	83
2213.639893	2214.459961	82
240.220001	241.020004	80
2286.790039	2287.580078	79
1625.500000	1626.260010	76
1909.290039	1910.050049	76
139.389999	140.139999	75
667.510010	668.260010	75
1153.829956	1154.589966	75
381.380005	382.100006	72
1526.400024	1527.119995	72
1311.869995	1312.560059	69
1780.949951	1781.640015	69
1907.020020	1907.709961	69
1740.060059	1740.739990	68
1820.119995	1820.800049	68
2289.129883	2289.810059	68
104.650002	105.300003	65
107.199997	107.849998	65
206.889999	207.539993	65
491.540009	492.190002	65
1911.380005	1912.030029	65
2163.379883	2164.030029	65
1703.880005	1704.520020	64
477.720001	478.329987	61
1091.839966	1092.449951	61
1418.829956	1419.439941	61
2234.340088	2234.949951	60
822.020020	822.599976	58
941.719971	942.299988	58
1007.919983	1008.500000	58
1077.219971	1077.800049	58
1249.229980	1249.810059	58
2396.729980	2397.310059	58
2291.179932	2291.719971	54
457.160004	457.630005	47
818.020020	818.489990	47
974.950012	975.419983	47
1067.900024	1068.369995	46
2227.780029	2228.250000	46
1498.420044	1498.859985	44
2362.239990	2362.679932	44
846.570007	847.000000	43
1089.319946	1089.750000	43
